id,label,left_name,left_addr,left_city,left_phone,left_category,left_class,right_name,right_addr,right_city,right_phone,right_category,right_class
27,0,Antonio's,3700 W. Flamingo Road,Las Vegas,+1-702-252-7737,Italian,423,Buzio's in the Rio',3700 W. Flamingo Rd.,Las Vegas,+1-702-252-7697,Seafood,658
28,0,Ruth's Chris,148 West 51st Street,New York,+1-212-245-9600,American,338,Le Bernardin,155 W. 51st St.,New York City,+1-212-489-1515,Seafood,41
29,0,Tommy Tang's,7313 Melrose Avenue,Los Angeles,+1-213-937-5733,Asian,167,Patina,5955 Melrose Avenue,Los Angeles,+1-213-467-1108,Californian,16
30,0,Circus Circus,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Buffet,437,Sterling Brunch,3645 Las Vegas Boulevard South,Las Vegas,+1-702-739-4651,Eclectic,673
31,0,L Orangerie,903 N La Cienega Boulevard,Los Angeles,+1-310-652-9770,French,11,Matsuhisa,129 N. La Cienega Boulevard,Beverly Hills,+1-310-659-9639,Seafood,14
32,0,Vong,200 E. 54th St.,New York,+1-212-486-9592,American,373,Sparks Steak House,210 East 46th Street,New York,+1-212-687-4855,Steakhouses,641
33,0,Margarita's Mexican Cantina,3120 Las Vegas Boulevard South,Las Vegas,+1-702-794-8200,Mexican,444,The ' Steak House,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steakhouse,72
34,0,Dining Room Ritz-Carlton Buckhead,3434 Peachtree Road,Atlanta,+1-404-237-2700,International,90,Palm Atlanta,3391 Peachtree Road Northeast,Atlanta,+1-404-814-1955,Steakhouses,709
35,0,Dante's Down The Hatch Buckhead,3380 Peachtree Road Northeast,Atlanta,+1-404-266-1600,Continental,393,Abruzzi,2355 Peachtree Road Northeast,Atlanta,+1-404-261-8186,Italian,74
36,0,Helmand,430 Broadway,San Francisco,+1-415-362-0641,Greek and Middle Eastern,479,La Caridad,2199 Broadway,New York City,+1-212-874-2780,Cuban,622
37,0,Ralph's Diner,3000 Las Vegas Boulevard South,Las Vegas,+1-702-732-6330,Coffee Shop,448,Tre Visi,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7331,Italian,674
38,0,YoYo Tsumami Bistro,1611 Post Street,San Francisco,+1-415-922-7788,French,530,Postrio,545 Post Street,San Francisco,+1-415-776-7825,Californian,109
39,1,Seryna,11 E. 53rd St.,New York,+1-212-980-9393,Asian,59,Seryna,11 E. 53rd St.,New York City,+1-212-980-9393,Japanese,59
40,0,Luna Si,1931 Peachtree Road,Atlanta,+1-404-355-5993,Continental,405,Brookhaven Cafe,4274 Peachtree Road,Atlanta,+1-404-231-5907,Vegetarian,682
41,0,Mikado,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Asian,446,Monte Carlo,3145 Las Vegas Boulevard South,Las Vegas,+1-702-733-4524,French (New),665
42,0,Bistro,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Continental,429,Moongate,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7352,Chinese,666
43,0,Cafe Fes,246 W. 4th Street at Charles Street,New York,+1-212-924-7653,Mediterranean,205,Cafe Flore,2298 Market Street,San Francisco,+1-415-621-8579,Californian,722
44,0,Mikado,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Asian,446,Sterling Brunch,3645 Las Vegas Boulevard South,Las Vegas,+1-702-739-4651,Eclectic,673
45,0,Pinot Bistro,12969 Ventura Boulevard,Los Angeles,+1-818-990-0500,French,18,Rubin's Red Hots,15322 Ventura Boulevard,Encino,+1-818-905-6515,Hot Dog,590
46,1,Masa's,648 Bush Street,San Francisco,+1-415-989-7154,French,106,Masa's,648 Bush Street,San Francisco,+1-415-989-7154,French (New),106
47,0,'em Press Court',3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7888,Asian,438,Spago (Las Vegas),3500 Las Vegas Boulevard South,Las Vegas,+1-702-369-6300,Californian,670
48,1,Mesa Grill,102 5th Avenue Between 15th And 16th Streets,New York,+1-212-807-7400,American,47,Mesa Grill,102 Fifth Avenue,New York City,+1-212-807-7400,Southwestern,47
49,0,` Chin 's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Asian,67,Michael's (Las Vegas),3595 Las Vegas Boulevard South,Las Vegas,+1-702-737-7111,Continental,664
50,0,Patina,5955 Melrose Avenue,Los Angeles,+1-213-467-1108,Californian,16,Mo Better Meaty Meat,7261 Melrose Avenue,LA,+1-213-935-5280,Hamburger,579
51,0,Triangolo,345 E. 83rd St.,New York,+1-212-472-4488,Italian,363,Cafe Lalo,201 West 83rd Street,New York City,+1-212-496-6031,Coffeehouse,26
52,0,Gilliland's,2424 Main Street,Santa Monica,+1-310-392-3901,American,135,Chinois on Main,2709 Main Street,Santa Monica,+1-310-392-9025,Pacific New Wave,5
53,1,Nikolai's Roof,255 Courtland Street At Harris Street,Atlanta,+1-404-221-6362,Continental,87,Nikolai's Roof,255 Courtland Street,Atlanta,+1-404-221-6362,Continental,87
54,0,Dawat,210 E. 58th St.,New York,+1-212-355-7555,Asian,32,Sparks Steak House,210 E. 46th St.,New York City,+1-212-687-4855,Steakhouse,641
55,1,Le Bernardin,155 W. 51st St.,New York,+1-212-489-1515,French,41,Le Bernardin,155 W. 51st St.,New York City,+1-212-489-1515,Seafood,41
56,0,Faz,161 Sutter Street,San Francisco,+1-415-362-0404,Greek and Middle Eastern,469,`Fleur de Lys`,777 Sutter Street,San Francisco,+1-415-673-7779,French (New),100
57,0,Veni Vidi Vici,41 14th Street,Atlanta,+1-404-875-8424,Italian,93,Bobby & June's Kountry Kitchen,375 14th Street,Atlanta,+1-404-876-3872,Southern/Soul,680
58,0,Mikado,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Asian,446,Spago (Las Vegas),3500 Las Vegas Boulevard South,Las Vegas,+1-702-369-6300,Californian,670
59,0,Cite,120 W. 51st St.,New York,+1-212-956-7100,French,220,Le Bernardin,155 West 51st Street,New York City,+1-212-489-1515,Seafood,41
60,1,Oceana,55 E. 54th Street,New York,+1-212-759-5941,Seafood,50,Oceana,55 E. 54th St.,New York City,+1-212-759-5941,Seafood,50
61,0,Toulouse,B Peachtree Road,Atlanta,+1-404-351-9533,French,92,Original Pancake House (At),4330 Peachtree Road,Atlanta,+1-404-237-4116,American,708
62,0,Cafe Roma,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7547,Coffee Shop,433,The ` steak house' ,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steakhouse,72
63,0,Manora,3226 Mission Street,San Francisco,+1-415-861-6224,Asian,494,Boulevard,1 Mission Street,San Francisco,+1-415-543-6084,American (New),96
64,0,Canter's,419 N. Fairfax Ave.,Los Angeles,+1-213-651-2030,American,122,C. Carey's,1021 Cobb Parkway Southeast,Marietta,+1-770-422-8042,Hamburgers,685
65,0,Hong Kong Villa,2332 Clement Street,San Francisco,+1-415-752-8833,Asian,481,A. Alain Rondelli,126 Clement Street,San Francisco,+1-415-387-0408,French (New),94
66,0,Mikado,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Asian,446,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7349,Southwestern,68
67,0,Bertolini's,3570 Las Vegas Boulevard South,Las Vegas,+1-702-735-4663,Italian,427,Sterling Brunch,3645 Las Vegas Boulevard South,Las Vegas,+1-702-739-4651,Eclectic,673
68,0,Helmand,430 Broadway,San Francisco,+1-415-362-0641,Greek and Middle Eastern,479,Gray's Papaya,2090 Broadway,New York City,+1-212-799-0243,Hot Dog,614
69,0,Cafe Roma,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7547,Coffee Shop,433,Moongate,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7352,Chinese,666
70,0,Jack's,615 Sacramento Street,San Francisco,+1-415-986-9854,Old San Francisco,485,Joe's,1023 Abbot Kinney Boulevard,Venice,+1-310-399-5811,American (New),560
71,0,Dining Room Ritz-Carlton Buckhead,3434 Peachtree Road,Atlanta,+1-404-237-2700,International,90,Original Pancake House (At),4330 Peachtree Road,Atlanta,+1-404-237-4116,American,708
72,0,Lutece,249 E. 50th St.,New York,+1-212-752-2225,French,44,L'Espinasse (New York City),2 E. 55th St.,New York City,+1-212-339-6719,Asian,43
73,0,Em Press Court,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7888,Asian,438,Madame Ching's,3300 Las Vegas Boulevard South,Las Vegas,+1-702-894-7111,Asian,662
74,0,Mary Mac's Tea Room,224 Ponce De Leon Avenue,Atlanta,+1-404-876-1800,Southern,86,Tortillas,774 Ponce De Leon Avenue Northeast,Atlanta,+1-404-892-0193,Tex-Mex,716
75,0,Valentino,3115 Pico Boulevard,Santa Monica,+1-310-829-4313,Italian,21,Rae's,2901 Pico Boulevard,Santa Monica,+1-310-828-7937,Diner,589
76,0,Lulu,816 Folsom Street,San Francisco,+1-415-495-5775,Mediterranean,105,Hamburger Mary's,1582 Folsom Street,San Francisco,+1-415-626-1985,Hamburgers,732
77,0,TomTom,3393 Peachtree Road NE,Atlanta,+1-404-264-1163,Continental,422,White House Restaurant,3172 Peachtree Road Northeast,Atlanta,+1-404-237-7601,Diner,719
78,0,Broadway Deli,3rd Street Promenade,Santa Monica,+1-310-451-0616,American,117,Benita's Frites,1433 Third St. Promenade,Santa Monica,+1-310-458-2889,Fast Food,538
79,0,Bistro,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Continental,429,'Em Eriel's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7374,Seafood,659
80,0,Pano's and Paul's,1232 W. Paces Ferry Road,Atlanta,+1-404-261-3662,International,88,Canoe,4199 Paces Ferry Road,Atlanta,+1-770-432-2663,American (New),684
81,0,TomTom,3393 Peachtree Road,Atlanta,+1-404-264-1163,Continental,422,Ritz-Carlton Dining Room (Buckhead),3434 Peachtree Road Northeast,Atlanta,+1-404-237-2700,American (New),90
82,0,Vong,200 East 54th Street,New York,+1-212-486-9592,American,373,Second Street Grill,200 E. Fremont Street,Las Vegas,+1-702-385-6277,Pacific Rim,71
83,0,Hedgerose Heights Inn,490 E. Paces Ferry Road,Atlanta,+1-404-233-7673,International,82,Pano's & Paul's ',1232 W. Paces Ferry Rd.,Atlanta,+1-404-261-3662,American (New),88
84,0,Ritz-Carlton Restaurant and Dining Room,600 Stockton Street,San Francisco,+1-415-296-7465,American,110,Ritz-Carlton Restaurant,181 Peachtree Street,Atlanta,+1-404-659-0400,French,91
85,0,Cafe Roma,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7547,Coffee Shop,433,Morton's of Chicago (Las Vegas),3200 Las Vegas Boulevard South,Las Vegas,+1-702-893-0703,Steakhouse,667
86,0,Fleur de Jour,348 E. 62nd St.,New York,+1-212-355-2020,Coffee Bar,245,Fleur de Lys,777 Sutter Street,San Francisco,+1-415-673-7779,French (New),100
87,0,Dix Et Sept',181 W. 10th St.,New York,+1-212-645-8023,French,228,Petrossian,182 W. 58th St.,New York City,+1-212-245-2214,Russian,52
88,0,Jimmy's,201 Moreno Drive,Los Angeles,+1-310-552-2394,Continental,142,Tommy's,2575 Beverly Boulevard,Los Angeles,+1-213-389-9060,Hamburger Restaurant,598
89,0,Petrossian,182 W. 58th St.,New York,+1-212-245-2214,French,52,Lés Célébrités,155 W. 58th St.,New York City,+1-212-484-5113,French (Classic),42
90,0,Aqua,252 California Street,San Francisco,+1-415-956-9662,Seafood,95,'Emerged Garden Restaurant',1550 California Street,San Francisco,+1-415-673-1155,Vietnamese,730
91,0,Eclipse,8800 Melrose Avenue,Los Angeles,+1-310-724-5959,Californian,132,Sweet Lady Jane,8360 Melrose Avenue,LA,+1-213-653-7145,Desserts,596
92,0,Dining Room Ritz-Carlton Buckhead,3434 Peachtree Road,Atlanta,+1-404-237-2700,International,90,La Grotta,2637 Peachtree Road Northeast,Atlanta,+1-404-231-1368,Italian,85
93,0,Victor's Cafe,52 236 W. 52nd St.,New York,+1-212-586-7714,Latin American,371,The '21 Club,21 West 52nd Street,New York City,+1-212-582-7200,American (New),23
94,0,C ' steak House ',2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steak House,72,Spago (Las Vegas),3500 Las Vegas Boulevard South,Las Vegas,+1-702-369-6300,Californian,670
95,1,Valentino,3115 Pico Boulevard,Santa Monica,+1-310-829-4313,Italian,21,Valentino,3115 Pico Boulevard,Santa Monica,+1-310-829-4313,Italian,21
96,0,Sarah\'s Kitchen,423 Amsterdam Avenue Between 80th And 81st Streets,New York,+1-212-496-6280,American,344,Sarah Beth's,1295 Madison Avenue,New York City,+1-212-410-7335,American,640
97,1,River Cafe,1 Water Street at the East River,Brooklyn,+1-718-522-5200,American,56,` river cafe ',1 Water Street,Brooklyn,+1-718-522-5200,American (New),56
98,1,La Grotta,"2637 Peachtree Road, Peachtree House Condominium",Atlanta,+1-404-231-1368,Italian,85,` La Grotta `,' 2637 Peachtree Rd. NE ',Atlanta,+1-404-231-1368,Italian,85
99,0,Bistro,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Continental,429,The ' Steak House ,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steakhouse,72
100,0,Ralph's Diner,3000 Las Vegas Boulevard South,Las Vegas,+1-702-732-6330,Coffee Shop,448,Spago (Las Vegas),3500 Las Vegas Boulevard South,Las Vegas,+1-702-369-6300,Californian,670
101,0,,,,,,unknown,The Steak House,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steakhouse,72
102,0,Cafe Bizou,14016 Ventura Boulevard,Sherman Oaks,+1-818-788-3536,French,3,Art's Deli,12224 Ventura Boulevard,Studio City,+1-818-762-1221,Delicatessen,1
103,1,Union Square Cafe,21 East 16th Street,New York,+1-212-243-4020,American,65,` Union Square Cafe ','21 E. 16th St.',New York City,+1-212-243-4020,American (New),65
104,0,` Taste of New Orleans `',' 889 W. Peachtree St. ',Atlanta,+1-404-874-5535,Southern,421,Ritz-Carlton Restaurant,181 Peachtree Street,Atlanta,+1-404-659-0400,French,91
105,0,Taste of New Orleans,889 W. Peachtree St.,Atlanta,+1-404-874-5535,Southern,421,Alon's at the Terrace,659 Peachtree Street,Atlanta,+1-404-724-0444,Sandwiches,676
106,0,Mikado,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Asian,446,`Morton`s of Chicago (Las Vegas) `,3200 Las Vegas Boulevard South ,Las Vegas,+1-702-893-0703,Steakhouse,667
107,0,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Asian,67,Coyote Cafe (Las Vegas),3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7349,Southwestern,68
108,0,L 'Orangerie,903 N. La Cienega Boulevard,Los Angeles,+1-310-652-9770,French,11,` Arnie Morton 's of Chicago`,435 S. La Cienega Boulevard,Los Angeles,+1-310-246-1501,Steakhouse,0
109,0,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7349,Southwestern,68,The Steak House,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steakhouse,72
110,0,Bally's Big Kitchen,3645 Las Vegas Boulevard South,Las Vegas,+1-702-739-4111,Buffet,424,Sterling Brunch,3645 Las Vegas Boulevard South,Las Vegas,+1-702-739-4651,Eclectic,673
111,0,'Em Press Court ',3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7888,Asian,438,Michael's (Las Vegas),3595 Las Vegas Boulevard South,Las Vegas,+1-702-737-7111,Continental,664
112,0,Posto,14928 Ventura Boulevard,Sherman Oaks,+1-818-784-4400,Italian,156,Cafe Bizou,14016 Ventura Boulevard,Sherman Oaks,+1-818-788-3536,French Bistro,3
113,0,Island Spice,402 W. 44th St.,New York,+1-212-765-1737,Tel Caribbean,37,Virgil's Real BBQ,152 W. 44th St.,New York City,+1-212-921-9494,BBQ,66
114,0,Beeesley's of Buckhead,260 E. Paces Ferry Road,Atlanta,+1-404-264-1334,Continental,384,Riviera,519 E. Paces Ferry Rd.,Atlanta,+1-404-262-7112,Mediterranean,712
115,0,Petrossian,182 W. 58th St.,New York,+1-212-245-2214,French,52,March,405 E. 58th St.,New York City,+1-212-754-6272,American (New),46
116,0,March,405 E. 58th Street,New York,+1-212-754-6272,American,46,Wollensky's Grill,205 E. 49th Street,New York City,+1-212-753-0444,Steakhouse,653
117,0,TomTom,3393 Peachtree Road,Atlanta,+1-404-264-1163,Continental,422,Palm The ( Atlanta ),3391 Peachtree Road Northeast,Atlanta,+1-404-814-1955,Steakhouse,709
118,0,Joss,9255 Sunset Boulevard,Los Angeles,+1-310-276-1886,Asian,143,Duke's,8909 Sunset Boulevard,W. Hollywood,+1-310-652-3100,Coffee Shop,551
119,0,Bistro,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Continental,429,Buccaneer Bay Club,3300 Las Vegas Boulevard South,Las Vegas,+1-702-894-7350,Continental,657
120,0,Rose Pistola,532 Columbus Avenue,San Francisco,+1-415-399-0499,Italian,111,Caffe Greco,423 Columbus Avenue,San Francisco,+1-415-397-6261,Continental,723
121,0,Patina,5955 Melrose Avenue,Los Angeles,+1-213-467-1108,Californian,16,Le Chardonnay,8284 Melrose Avenue,Los Angeles,+1-213-655-8880,French Bistro,12
122,0,B. Bertolini's,3570 Las Vegas Boulevard South,Las Vegas,+1-702-735-4663,Italian,427,Michael's (Las Vegas),3595 Las Vegas Boulevard South,Las Vegas,+1-702-737-7111,Continental,664
123,0,Tang Pavilion,65 W. 55th St.,New York,+1-212-956-6888,Asian,356,La Cote Basque,60 West 55th Street,New York City,+1-212-688-6525,French (Classic),40
124,0,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7349,Southwestern,68,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Chinese,67
125,0,Dante's Down The Hatch Buckhead,3380 Peachtree Road,Atlanta,+1-404-266-1600,Continental,393,Brookhaven Cafe,4274 Peachtree Road,Atlanta,+1-404-231-5907,Vegetarian,682
126,0,Water Club,500 E. 30th St.,New York,+1-212-683-3333,American,374,Lutece,249 E. 50th St.,New York City,+1-212-752-2225,French (Classic),44
127,0,Cafe Roma,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7547,Coffee Shop,433,Madame Ching's,3300 Las Vegas Boulevard South,Las Vegas,+1-702-894-7111,Asian,662
128,0,Bones',3130 Piedmont Road,Atlanta,+1-404-237-2663,American,76,Soto,3330 Piedmont Road,Atlanta,+1-404-233-2005,Japanese,714
129,0,L\` Absinthe,227 E. 67th St.,New York,+1-212-794-4950,French,277,Cafe des Artistes,1 W. 67th St.,New York City,+1-212-877-3500,French (Classic),27
130,0,Luna Si,1931 Peachtree Road,Atlanta,+1-404-355-5993,Continental,405,White House Restaurant,3172 Peachtree Road Northeast,Atlanta,+1-404-237-7601,Diner,719
131,0,Bruno,240 E. 58th St.,New York,+1-212-688-4190,Italian,195,March,405 E. 58th St.,New York City,+1-212-754-6272,American (New),46
132,0,Carnival World,3700 W. Flamingo Road,Las Vegas,+1-702-252-7777,Buffet,435,'Tillerman The',2245 E. Flamingo Rd.,Las Vegas,+1-702-731-4036,Steakhouse,73
133,0,Cafe Bianco,1486 2nd Avenue Between 77th and 78th Streets,New York,+1-212-988-2655,Coffee Bar,199,Cafe Blanc,9777 Little Santa Monica Boulevard,Beverly Hills,+1-310-888-0108,Pacific New Wave,546
134,0,` palace court ',' 3570 Las Vegas Boulevard South ',Las Vegas,+1-702-731-7547,Continental,70,Moongate,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7352,Chinese,666
135,0,Dante's Down The Hatch Buckhead,3380 Peachtree Road Northeast,Atlanta,+1-404-266-1600,Continental,393,Ritz-Carlton Dining Room (Buckhead),3434 Peachtree Road Northeast,Atlanta,+1-404-237-2700,American (New),90
136,0,Bugsy's Diner,3555 Las Vegas Boulevard South,Las Vegas,+1-702-733-3111,Coffee Shop,431,'Emeril's New Orleans Fish House',3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7374,Seafood,659
137,0,Bolo,23 E. 22nd St.,New York,+1-212-228-2200,Mediterranean,191,La Grenouille,3 East 52nd Street,New York City,+1-212-752-1495,French (Classic),623
138,0,Cafe Roma,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7547,Coffee Shop,433,The Palace Court,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7110,French (New),70
139,0,Felidia,243 East 58th Street,New York,+1-212-758-1479,Italian,33,March,405 E. 58th St.,New York City,+1-212-754-6272,American (New),46
140,0,TomTom,3393 Peachtree Road,Atlanta,+1-404-264-1163,Continental,422,Toulouse,293-B Peachtree Road,Atlanta,+1-404-351-9533,French (New),92
141,0,Hard Rock Cafe,221 West 57th Street,New York,+1-212-489-6565,American,261,` edison cafe ',228 W. 47th St.,New York City,+1-212-840-5000,Diner,611
142,1,Dining Room Ritz-Carlton Buckhead,3434 Peachtree Road,Atlanta,+1-404-237-2700,International,90,Ritz-Carlton Dining Room (Buckhead),3434 Peachtree Road Northeast,Atlanta,+1-404-237-2700,American (New),90
143,1,Smith & Wollensky,201 East 49th Street,New York,+1-212-753-1530,American,62,Smith & Wollensky,797 Third Avenue,New York City,+1-212-753-1530,Steakhouses,62
144,0,Matthew's,1030 3rd Avenue at 61st Street,New York,+1-212-838-4343,American,305,Masa's,648 Bush Street,San Francisco,+1-415-989-7154,French (New),106
145,0,Border Grill,4th Street,Los Angeles,+1-310-451-1655,Mexican,116,Roosevelt Tamale Parlor,2817 24th Street,San Francisco,+1-415-550-9213,Mexican,742
146,0,Cafe Ritz-Carlton Buckhead,3434 Peachtree Road,Atlanta,+1-404-237-2700,International,89,La Grotta,2637 Peachtree Road Northeast,Atlanta,+1-404-231-1368,Italian,85
147,0,Vivande Porta Via,2125 Fillmore Street,San Francisco,+1-415-346-4430,Italian,524,Plumpjack Cafe,3127 Fillmore Street,San Francisco,+1-415-563-4755,American (New),108
148,1,Pisces,95 Avenue A at 6th Street,New York,+1-212-260-6660,Seafood,54,Pisces,95 Avenue A,New York City,+1-212-260-6660,Seafood,54
149,0,Le Chardonnay,8284 Melrose Avenue,Los Angeles,+1-213-655-8880,French,12,Citrus,6703 Melrose Avenue,Los Angeles,+1-213-857-0034,Californian,6
150,0,Bruno,240 E. 58th St.,New York,+1-212-688-4190,Italian,195,Lutece,249 East 50th Street,New York City,+1-212-752-2225,French (Classic),44
151,0,March,405 E. 58th St.,New York,+1-212-754-6272,American,46,Shun Lee Palace,155 E. 55th St.,New York City,+1-212-371-8844,Chinese,60
152,0,Toulouse,B Peachtree Road,Atlanta,+1-404-351-9533,French,92,Abruzzi,2355 Peachtree Road Northeast,Atlanta,+1-404-261-8186,Italian,74
153,0,Yolie's,3900 Paradise Road,Las Vegas,+1-702-794-0700,Steak House,452,Le Montrachet Bistro,3000 Paradise Road,Las Vegas,+1-702-732-5651,French Bistro,69
